Artist,Mood_emoji,Instrument,Era,Real_Artist,Genre,Energy,Main_Instrument
orion keys,happy,dj,70s,Jon Batiste,Jazz / Soul,0.6,Piano
eira flux,happy,guitar,90s,Zahara,Indie Pop,0.58,Vocals
lumen riot,chill,synth,70s,Pixies,Alternative Rock,0.82,Guitar
nero pulse,chill,synth,classical,31 FAM,Urban Trap,0.82,Vocals
riven skoll,chill,synth,90s,Sidonie,Indie Rock,0.74,Guitar
mira solis,sad,drums,80s,Reneé Rapp,Pop,0.66,Vocals
mina rose,chill,violin,medieval,Mushkaa,Urban Pop,0.68,Vocals
nero pulse,angry,drums,90s,31 FAM,Urban Trap,0.82,Vocals
echo vant,chill,violin,90s,Parquesvr,Post-Punk,0.76,Guitar
luna vex,happy,synth,70s,Mama Dousha,Electronic Pop,0.7,Synth
vira nova,chill,violin,90s,Halsey,Alternative Pop,0.7,Vocals
luna vex,happy,bass,2010s,Mama Dousha,Electronic Pop,0.7,Synth
sol vireo,chill,dj,medieval,Sexenni,Pop Rock,0.72,Guitar
bright hollow,happy,violin,2000s,Two Door Cinema Club,Indie Rock,0.8,Guitar
nox arden,happy,violin,80s,Sen Senra,Indie Pop,0.64,Vocals
elias storm,angry,dj,2000s,Suede,Britpop,0.72,Vocals / Guitar
aqua lume,chill,synth,2010s,Polo & Pan,Electronic,0.62,Synth
lumen riot,sad,guitar,70s,Pixies,Alternative Rock,0.82,Guitar
riven skoll,happy,guitar,medieval,Sidonie,Indie Rock,0.74,Guitar
nyra kade,happy,trumpet,70s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
mira solis,angry,drums,medieval,Reneé Rapp,Pop,0.66,Vocals
ryo kaze,chill,violin,2000s,Figa Flawas,Urban Pop Rap,0.79,Vocals
nox arden,angry,trumpet,80s,Sen Senra,Indie Pop,0.64,Vocals
sol vireo,happy,bass,80s,Sexenni,Pop Rock,0.72,Guitar
crimson echo,chill,dj,medieval,Garbage,Alternative Rock,0.75,Vocals
nox arden,sad,trumpet,70s,Sen Senra,Indie Pop,0.64,Vocals
mina rose,sad,trumpet,2000s,Mushkaa,Urban Pop,0.68,Vocals
sol vireo,sad,synth,classical,Sexenni,Pop Rock,0.72,Guitar
noir signal,happy,piano,2010s,Faithless,Electronic / Dance,0.88,Synth / DJ
lena pulse,chill,violin,2010s,Delaporte,Electronic Pop,0.78,Synth
pyro kine,angry,dj,90s,Son Rompe Pera,Marimba Punk,0.83,Marimba
mira solis,sad,bass,classical,Reneé Rapp,Pop,0.66,Vocals
lumen riot,angry,trumpet,70s,Pixies,Alternative Rock,0.82,Guitar
riven skoll,chill,drums,70s,Sidonie,Indie Rock,0.74,Guitar
eden bloom,chill,violin,medieval,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
crimson echo,sad,drums,90s,Garbage,Alternative Rock,0.75,Vocals
stone vale,angry,piano,futuristic,Els Pets,Rock,0.69,Guitar
dax nova,happy,dj,classical,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
stone vale,angry,violin,70s,Els Pets,Rock,0.69,Guitar
eira flux,chill,guitar,2000s,Zahara,Indie Pop,0.58,Vocals
cale rowan,sad,drums,classical,La Ludwig Band,Folk Rock,0.67,Guitar
sol vireo,sad,trumpet,90s,Sexenni,Pop Rock,0.72,Guitar
nova tide,sad,bass,medieval,Midnight Generation,Funk / Disco,0.81,Synth
arlo kain,sad,synth,medieval,David Byrne,Art Rock,0.65,Vocals / Guitar
mira solis,chill,bass,90s,Reneé Rapp,Pop,0.66,Vocals
mina rose,sad,violin,2000s,Mushkaa,Urban Pop,0.68,Vocals
elara venn,chill,bass,70s,Judeline,Pop,0.61,Vocals
cale rowan,chill,drums,2000s,La Ludwig Band,Folk Rock,0.67,Guitar
rex volta,happy,piano,90s,Meute,Techno Brass,0.86,Brass
arlo kain,happy,guitar,2010s,David Byrne,Art Rock,0.65,Vocals / Guitar
rex volta,happy,drums,70s,Meute,Techno Brass,0.86,Brass
crimson echo,chill,bass,classical,Garbage,Alternative Rock,0.75,Vocals
dax nova,happy,piano,classical,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
mono chrome,sad,bass,70s,The Hives,Garage Rock,0.9,Guitar
lena pulse,happy,synth,futuristic,Delaporte,Electronic Pop,0.78,Synth
nero pulse,chill,piano,2010s,31 FAM,Urban Trap,0.82,Vocals
riven skoll,sad,synth,90s,Sidonie,Indie Rock,0.74,Guitar
cale rowan,angry,dj,80s,La Ludwig Band,Folk Rock,0.67,Guitar
sol vireo,chill,synth,2010s,Sexenni,Pop Rock,0.72,Guitar
luma skye,happy,guitar,futuristic,Yami Safdie,Pop,0.55,Vocals
luma skye,happy,trumpet,medieval,Yami Safdie,Pop,0.55,Vocals
ryo kaze,sad,dj,2000s,Figa Flawas,Urban Pop Rap,0.79,Vocals
lena pulse,sad,piano,classical,Delaporte,Electronic Pop,0.78,Synth
arlo kain,happy,dj,70s,David Byrne,Art Rock,0.65,Vocals / Guitar
bright hollow,sad,piano,80s,Two Door Cinema Club,Indie Rock,0.8,Guitar
axel noir,happy,guitar,2010s,Ultraligera,Indie Rock,0.68,Guitar
lumen riot,chill,synth,80s,Pixies,Alternative Rock,0.82,Guitar
dax nova,sad,violin,medieval,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
lena pulse,happy,synth,medieval,Delaporte,Electronic Pop,0.78,Synth
rex volta,angry,trumpet,medieval,Meute,Techno Brass,0.86,Brass
kael vorn,chill,violin,medieval,Jovanotti,Pop / World Music,0.77,Vocals
taro vale,chill,violin,futuristic,Ezra Collective,Jazz / Afrobeat,0.74,Drums
ryo kaze,happy,violin,2000s,Figa Flawas,Urban Pop Rap,0.79,Vocals
mina rose,sad,bass,medieval,Mushkaa,Urban Pop,0.68,Vocals
luma skye,sad,bass,2000s,Yami Safdie,Pop,0.55,Vocals
luma skye,chill,bass,80s,Yami Safdie,Pop,0.55,Vocals
elias storm,happy,drums,2000s,Suede,Britpop,0.72,Vocals / Guitar
lily drift,chill,piano,futuristic,Chiquita Movida,Indie Pop,0.6,Vocals
arlo kain,sad,bass,2010s,David Byrne,Art Rock,0.65,Vocals / Guitar
dust canyon,angry,drums,2010s,The Black Crowes,Blues Rock,0.78,Guitar
kael vorn,sad,violin,80s,Jovanotti,Pop / World Music,0.77,Vocals
axel noir,chill,piano,2000s,Ultraligera,Indie Rock,0.68,Guitar
rex volta,angry,dj,70s,Meute,Techno Brass,0.86,Brass
lena pulse,chill,guitar,classical,Delaporte,Electronic Pop,0.78,Synth
orin flux,chill,drums,80s,Dorian,Indie Electronic,0.73,Synth
lena pulse,chill,drums,2010s,Delaporte,Electronic Pop,0.78,Synth
orin flux,chill,trumpet,futuristic,Dorian,Indie Electronic,0.73,Synth
nox arden,chill,dj,2000s,Sen Senra,Indie Pop,0.64,Vocals
lena pulse,angry,piano,90s,Delaporte,Electronic Pop,0.78,Synth
zaya ice,happy,dj,90s,Flashy Ice Cream,Urban Trap,0.8,Vocals
lena pulse,happy,drums,medieval,Delaporte,Electronic Pop,0.78,Synth
dax nova,sad,piano,medieval,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
lena pulse,sad,bass,80s,Delaporte,Electronic Pop,0.78,Synth
cale rowan,sad,synth,70s,La Ludwig Band,Folk Rock,0.67,Guitar
dax nova,happy,drums,90s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
suri lane,happy,dj,80s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
stone vale,happy,drums,futuristic,Els Pets,Rock,0.69,Guitar
stone vale,chill,violin,70s,Els Pets,Rock,0.69,Guitar
axel noir,happy,synth,90s,Ultraligera,Indie Rock,0.68,Guitar
dante cross,happy,bass,classical,Mishima,Indie Rock,0.63,Vocals
suri lane,happy,synth,70s,Stay Homas,Indie Pop,0.62,Guitar / Vocals
mira solis,happy,piano,classical,Reneé Rapp,Pop,0.66,Vocals
lily drift,angry,bass,futuristic,Chiquita Movida,Indie Pop,0.6,Vocals
noir signal,angry,dj,90s,Faithless,Electronic / Dance,0.88,Synth / DJ
nyra kade,happy,drums,90s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
noir signal,sad,trumpet,classical,Faithless,Electronic / Dance,0.88,Synth / DJ
axel noir,chill,trumpet,2000s,Ultraligera,Indie Rock,0.68,Guitar
nyra kade,chill,guitar,90s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
mono chrome,chill,synth,90s,The Hives,Garage Rock,0.9,Guitar
vira nova,chill,violin,80s,Halsey,Alternative Pop,0.7,Vocals
crimson echo,angry,dj,medieval,Garbage,Alternative Rock,0.75,Vocals
orin flux,chill,violin,90s,Dorian,Indie Electronic,0.73,Synth
orion keys,chill,drums,2010s,Jon Batiste,Jazz / Soul,0.6,Piano
nyx aura,happy,piano,80s,Ven'nus,Alternative Pop,0.66,Vocals
nyra kade,happy,synth,classical,Sampa the Great,Hip Hop / Soul,0.73,Vocals
kael vorn,sad,dj,70s,Jovanotti,Pop / World Music,0.77,Vocals
nyra kade,happy,bass,2000s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
luma skye,happy,dj,2010s,Yami Safdie,Pop,0.55,Vocals
arlo kain,sad,piano,80s,David Byrne,Art Rock,0.65,Vocals / Guitar
lily drift,sad,trumpet,futuristic,Chiquita Movida,Indie Pop,0.6,Vocals
kiro blaze,sad,trumpet,futuristic,Lildami,Urban Hip Hop,0.74,Vocals
nova tide,sad,synth,80s,Midnight Generation,Funk / Disco,0.81,Synth
luna vex,sad,trumpet,medieval,Mama Dousha,Electronic Pop,0.7,Synth
kael vorn,sad,synth,2010s,Jovanotti,Pop / World Music,0.77,Vocals
arlo kain,chill,trumpet,classical,David Byrne,Art Rock,0.65,Vocals / Guitar
nyx aura,chill,dj,70s,Ven'nus,Alternative Pop,0.66,Vocals
orion keys,sad,violin,medieval,Jon Batiste,Jazz / Soul,0.6,Piano
nyra kade,happy,drums,futuristic,Sampa the Great,Hip Hop / Soul,0.73,Vocals
stone vale,sad,piano,classical,Els Pets,Rock,0.69,Guitar
riven skoll,chill,guitar,80s,Sidonie,Indie Rock,0.74,Guitar
mira cloud,sad,piano,80s,The Cardigans,Alternative Pop,0.65,Vocals
kael vorn,happy,violin,2000s,Jovanotti,Pop / World Music,0.77,Vocals
elias storm,happy,guitar,80s,Suede,Britpop,0.72,Vocals / Guitar
lena pulse,sad,violin,80s,Delaporte,Electronic Pop,0.78,Synth
cale rowan,happy,synth,classical,La Ludwig Band,Folk Rock,0.67,Guitar
riven skoll,chill,trumpet,90s,Sidonie,Indie Rock,0.74,Guitar
crimson echo,happy,drums,2000s,Garbage,Alternative Rock,0.75,Vocals
dante cross,happy,violin,classical,Mishima,Indie Rock,0.63,Vocals
nova tide,happy,dj,2010s,Midnight Generation,Funk / Disco,0.81,Synth
orin flux,chill,violin,classical,Dorian,Indie Electronic,0.73,Synth
arlo kain,chill,violin,70s,David Byrne,Art Rock,0.65,Vocals / Guitar
rex volta,happy,synth,classical,Meute,Techno Brass,0.86,Brass
echo vant,sad,trumpet,2010s,Parquesvr,Post-Punk,0.76,Guitar
riven skoll,happy,piano,2000s,Sidonie,Indie Rock,0.74,Guitar
mira cloud,happy,piano,futuristic,The Cardigans,Alternative Pop,0.65,Vocals
elias storm,sad,synth,2000s,Suede,Britpop,0.72,Vocals / Guitar
cale rowan,sad,dj,medieval,La Ludwig Band,Folk Rock,0.67,Guitar
stone vale,happy,violin,2010s,Els Pets,Rock,0.69,Guitar
noir signal,sad,violin,futuristic,Faithless,Electronic / Dance,0.88,Synth / DJ
kai rio,sad,violin,2010s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
pyro kine,sad,guitar,futuristic,Son Rompe Pera,Marimba Punk,0.83,Marimba
lumen riot,happy,trumpet,2000s,Pixies,Alternative Rock,0.82,Guitar
kiro blaze,angry,trumpet,2000s,Lildami,Urban Hip Hop,0.74,Vocals
riven skoll,sad,trumpet,90s,Sidonie,Indie Rock,0.74,Guitar
taro vale,sad,violin,classical,Ezra Collective,Jazz / Afrobeat,0.74,Drums
nyra kade,chill,trumpet,70s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
elias storm,angry,piano,2000s,Suede,Britpop,0.72,Vocals / Guitar
dax nova,happy,synth,70s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
cale rowan,sad,bass,80s,La Ludwig Band,Folk Rock,0.67,Guitar
mina rose,chill,bass,90s,Mushkaa,Urban Pop,0.68,Vocals
echo vant,happy,drums,2010s,Parquesvr,Post-Punk,0.76,Guitar
bright hollow,chill,dj,70s,Two Door Cinema Club,Indie Rock,0.8,Guitar
aqua lume,sad,trumpet,futuristic,Polo & Pan,Electronic,0.62,Synth
bright hollow,sad,violin,70s,Two Door Cinema Club,Indie Rock,0.8,Guitar
taro vale,angry,piano,80s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
mira cloud,sad,guitar,90s,The Cardigans,Alternative Pop,0.65,Vocals
mira cloud,happy,piano,classical,The Cardigans,Alternative Pop,0.65,Vocals
mina rose,chill,trumpet,70s,Mushkaa,Urban Pop,0.68,Vocals
dax nova,happy,piano,90s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
rex volta,sad,violin,2000s,Meute,Techno Brass,0.86,Brass
axel noir,chill,guitar,2000s,Ultraligera,Indie Rock,0.68,Guitar
vira nova,angry,bass,70s,Halsey,Alternative Pop,0.7,Vocals
nova tide,angry,drums,classical,Midnight Generation,Funk / Disco,0.81,Synth
nova tide,angry,piano,70s,Midnight Generation,Funk / Disco,0.81,Synth
nyx aura,happy,violin,medieval,Ven'nus,Alternative Pop,0.66,Vocals
cora miel,chill,trumpet,futuristic,Sadie Jean,Pop,0.52,Vocals
nova tide,chill,trumpet,2000s,Midnight Generation,Funk / Disco,0.81,Synth
viko ray,chill,piano,80s,Ginebras,Indie Pop,0.75,Guitar
luna vex,sad,violin,2010s,Mama Dousha,Electronic Pop,0.7,Synth
orion keys,angry,synth,futuristic,Jon Batiste,Jazz / Soul,0.6,Piano
lumen riot,happy,dj,90s,Pixies,Alternative Rock,0.82,Guitar
taro vale,angry,bass,90s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
nero pulse,sad,dj,classical,31 FAM,Urban Trap,0.82,Vocals
riven skoll,angry,synth,70s,Sidonie,Indie Rock,0.74,Guitar
zelka tano,chill,bass,classical,Bomba Estéreo,Electro Cumbia,0.85,Vocals
juno vex,happy,guitar,80s,Alizzz,Electronic Pop,0.71,Synth
nyra kade,happy,drums,70s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
kiro blaze,angry,trumpet,90s,Lildami,Urban Hip Hop,0.74,Vocals
cale rowan,happy,synth,90s,La Ludwig Band,Folk Rock,0.67,Guitar
juno vex,sad,drums,2010s,Alizzz,Electronic Pop,0.71,Synth
dust canyon,angry,bass,futuristic,The Black Crowes,Blues Rock,0.78,Guitar
orion keys,happy,piano,2000s,Jon Batiste,Jazz / Soul,0.6,Piano
taro vale,happy,synth,classical,Ezra Collective,Jazz / Afrobeat,0.74,Drums
mono chrome,chill,guitar,medieval,The Hives,Garage Rock,0.9,Guitar
mira solis,chill,dj,70s,Reneé Rapp,Pop,0.66,Vocals
liora vale,angry,violin,70s,Rigoberta Bandini,Indie Pop,0.68,Vocals
dust canyon,sad,drums,2010s,The Black Crowes,Blues Rock,0.78,Guitar
axel noir,happy,drums,2000s,Ultraligera,Indie Rock,0.68,Guitar
lumen riot,happy,dj,futuristic,Pixies,Alternative Rock,0.82,Guitar
mira cloud,happy,dj,80s,The Cardigans,Alternative Pop,0.65,Vocals
nyra kade,sad,drums,80s,Sampa the Great,Hip Hop / Soul,0.73,Vocals
kael vorn,chill,violin,classical,Jovanotti,Pop / World Music,0.77,Vocals
nova tide,chill,violin,90s,Midnight Generation,Funk / Disco,0.81,Synth
eira flux,angry,bass,2010s,Zahara,Indie Pop,0.58,Vocals
dax nova,happy,synth,classical,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
nyx aura,chill,piano,2000s,Ven'nus,Alternative Pop,0.66,Vocals
lena pulse,happy,dj,medieval,Delaporte,Electronic Pop,0.78,Synth
stone vale,chill,synth,futuristic,Els Pets,Rock,0.69,Guitar
aqua lume,chill,violin,medieval,Polo & Pan,Electronic,0.62,Synth
dax nova,happy,guitar,2000s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
taro vale,angry,violin,70s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
nero pulse,sad,synth,medieval,31 FAM,Urban Trap,0.82,Vocals
stone vale,angry,bass,70s,Els Pets,Rock,0.69,Guitar
lena pulse,angry,dj,80s,Delaporte,Electronic Pop,0.78,Synth
juno vex,sad,synth,70s,Alizzz,Electronic Pop,0.71,Synth
luma skye,happy,violin,classical,Yami Safdie,Pop,0.55,Vocals
dust canyon,happy,drums,70s,The Black Crowes,Blues Rock,0.78,Guitar
orin flux,happy,guitar,2000s,Dorian,Indie Electronic,0.73,Synth
mira solis,happy,drums,2010s,Reneé Rapp,Pop,0.66,Vocals
liora vale,sad,drums,futuristic,Rigoberta Bandini,Indie Pop,0.68,Vocals
sol vireo,angry,violin,2010s,Sexenni,Pop Rock,0.72,Guitar
ryo kaze,sad,violin,80s,Figa Flawas,Urban Pop Rap,0.79,Vocals
cale rowan,happy,dj,medieval,La Ludwig Band,Folk Rock,0.67,Guitar
bright hollow,happy,bass,2010s,Two Door Cinema Club,Indie Rock,0.8,Guitar
crimson echo,happy,dj,2010s,Garbage,Alternative Rock,0.75,Vocals
liora vale,sad,trumpet,futuristic,Rigoberta Bandini,Indie Pop,0.68,Vocals
elias storm,chill,trumpet,2010s,Suede,Britpop,0.72,Vocals / Guitar
nox arden,sad,bass,2000s,Sen Senra,Indie Pop,0.64,Vocals
viko ray,sad,drums,2010s,Ginebras,Indie Pop,0.75,Guitar
zaya ice,chill,synth,70s,Flashy Ice Cream,Urban Trap,0.8,Vocals
mira cloud,angry,violin,classical,The Cardigans,Alternative Pop,0.65,Vocals
orin flux,chill,synth,2010s,Dorian,Indie Electronic,0.73,Synth
mono chrome,angry,synth,classical,The Hives,Garage Rock,0.9,Guitar
crimson echo,chill,trumpet,70s,Garbage,Alternative Rock,0.75,Vocals
mina rose,angry,guitar,2000s,Mushkaa,Urban Pop,0.68,Vocals
juno vex,sad,drums,medieval,Alizzz,Electronic Pop,0.71,Synth
lumen riot,sad,guitar,2000s,Pixies,Alternative Rock,0.82,Guitar
cora miel,happy,piano,futuristic,Sadie Jean,Pop,0.52,Vocals
zaya ice,sad,dj,70s,Flashy Ice Cream,Urban Trap,0.8,Vocals
luna vex,sad,guitar,2000s,Mama Dousha,Electronic Pop,0.7,Synth
luna vex,chill,guitar,90s,Mama Dousha,Electronic Pop,0.7,Synth
juno vex,chill,bass,70s,Alizzz,Electronic Pop,0.71,Synth
vira nova,chill,drums,classical,Halsey,Alternative Pop,0.7,Vocals
echo vant,happy,dj,2010s,Parquesvr,Post-Punk,0.76,Guitar
mira cloud,sad,violin,medieval,The Cardigans,Alternative Pop,0.65,Vocals
dax nova,angry,guitar,2010s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
arlo kain,angry,piano,classical,David Byrne,Art Rock,0.65,Vocals / Guitar
liora vale,happy,guitar,70s,Rigoberta Bandini,Indie Pop,0.68,Vocals
taro vale,happy,drums,classical,Ezra Collective,Jazz / Afrobeat,0.74,Drums
echo vant,sad,drums,classical,Parquesvr,Post-Punk,0.76,Guitar
eira flux,angry,piano,90s,Zahara,Indie Pop,0.58,Vocals
eden bloom,chill,bass,classical,Al·lèrgiques al Pol·len,Indie Pop,0.64,Guitar
zaya ice,angry,drums,classical,Flashy Ice Cream,Urban Trap,0.8,Vocals
crimson echo,sad,bass,2010s,Garbage,Alternative Rock,0.75,Vocals
aqua lume,sad,guitar,medieval,Polo & Pan,Electronic,0.62,Synth
bright hollow,sad,trumpet,classical,Two Door Cinema Club,Indie Rock,0.8,Guitar
suri lane,sad,violin,futuristic,Stay Homas,Indie Pop,0.62,Guitar / Vocals
nero pulse,happy,bass,classical,31 FAM,Urban Trap,0.82,Vocals
zelka tano,happy,synth,2000s,Bomba Estéreo,Electro Cumbia,0.85,Vocals
sora lyne,angry,bass,medieval,Sigrid,Pop,0.72,Vocals
cora miel,sad,synth,medieval,Sadie Jean,Pop,0.52,Vocals
mono chrome,sad,guitar,70s,The Hives,Garage Rock,0.9,Guitar
dust canyon,happy,violin,80s,The Black Crowes,Blues Rock,0.78,Guitar
arlo kain,chill,piano,medieval,David Byrne,Art Rock,0.65,Vocals / Guitar
eira flux,happy,trumpet,90s,Zahara,Indie Pop,0.58,Vocals
axel noir,sad,guitar,80s,Ultraligera,Indie Rock,0.68,Guitar
mira cloud,angry,trumpet,70s,The Cardigans,Alternative Pop,0.65,Vocals
bright hollow,chill,synth,medieval,Two Door Cinema Club,Indie Rock,0.8,Guitar
lily drift,happy,bass,90s,Chiquita Movida,Indie Pop,0.6,Vocals
elias storm,happy,guitar,80s,Suede,Britpop,0.72,Vocals / Guitar
dax nova,chill,dj,70s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
zaya ice,sad,trumpet,2010s,Flashy Ice Cream,Urban Trap,0.8,Vocals
elara venn,chill,piano,80s,Judeline,Pop,0.61,Vocals
liora vale,chill,piano,classical,Rigoberta Bandini,Indie Pop,0.68,Vocals
nox arden,happy,guitar,classical,Sen Senra,Indie Pop,0.64,Vocals
elias storm,happy,trumpet,70s,Suede,Britpop,0.72,Vocals / Guitar
echo vant,chill,violin,medieval,Parquesvr,Post-Punk,0.76,Guitar
zelka tano,chill,bass,medieval,Bomba Estéreo,Electro Cumbia,0.85,Vocals
eira flux,angry,piano,80s,Zahara,Indie Pop,0.58,Vocals
nova tide,sad,violin,2000s,Midnight Generation,Funk / Disco,0.81,Synth
rex volta,happy,dj,2010s,Meute,Techno Brass,0.86,Brass
mira cloud,angry,drums,70s,The Cardigans,Alternative Pop,0.65,Vocals
cora miel,angry,trumpet,80s,Sadie Jean,Pop,0.52,Vocals
nox arden,sad,violin,futuristic,Sen Senra,Indie Pop,0.64,Vocals
elara venn,sad,trumpet,2000s,Judeline,Pop,0.61,Vocals
luna vex,sad,dj,futuristic,Mama Dousha,Electronic Pop,0.7,Synth
lily drift,sad,synth,80s,Chiquita Movida,Indie Pop,0.6,Vocals
arlo kain,chill,violin,80s,David Byrne,Art Rock,0.65,Vocals / Guitar
nero pulse,sad,violin,medieval,31 FAM,Urban Trap,0.82,Vocals
dax nova,angry,synth,2000s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
taro vale,happy,drums,2000s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
elara venn,happy,violin,2010s,Judeline,Pop,0.61,Vocals
dante cross,sad,piano,80s,Mishima,Indie Rock,0.63,Vocals
zaya ice,happy,trumpet,80s,Flashy Ice Cream,Urban Trap,0.8,Vocals
nox arden,chill,drums,90s,Sen Senra,Indie Pop,0.64,Vocals
lily drift,happy,bass,futuristic,Chiquita Movida,Indie Pop,0.6,Vocals
eira flux,sad,dj,classical,Zahara,Indie Pop,0.58,Vocals
riven skoll,happy,dj,2000s,Sidonie,Indie Rock,0.74,Guitar
bright hollow,angry,guitar,futuristic,Two Door Cinema Club,Indie Rock,0.8,Guitar
noir signal,sad,synth,80s,Faithless,Electronic / Dance,0.88,Synth / DJ
elias storm,happy,synth,medieval,Suede,Britpop,0.72,Vocals / Guitar
luma skye,happy,drums,80s,Yami Safdie,Pop,0.55,Vocals
lily drift,chill,guitar,2000s,Chiquita Movida,Indie Pop,0.6,Vocals
viko ray,happy,piano,futuristic,Ginebras,Indie Pop,0.75,Guitar
elias storm,happy,bass,2010s,Suede,Britpop,0.72,Vocals / Guitar
riven skoll,sad,trumpet,medieval,Sidonie,Indie Rock,0.74,Guitar
arlo kain,sad,guitar,classical,David Byrne,Art Rock,0.65,Vocals / Guitar
mono chrome,happy,piano,futuristic,The Hives,Garage Rock,0.9,Guitar
viko ray,angry,piano,80s,Ginebras,Indie Pop,0.75,Guitar
nova tide,happy,bass,medieval,Midnight Generation,Funk / Disco,0.81,Synth
elara venn,chill,bass,medieval,Judeline,Pop,0.61,Vocals
orin flux,sad,guitar,70s,Dorian,Indie Electronic,0.73,Synth
crimson echo,happy,piano,2000s,Garbage,Alternative Rock,0.75,Vocals
taro vale,happy,guitar,90s,Ezra Collective,Jazz / Afrobeat,0.74,Drums
ryo kaze,sad,trumpet,70s,Figa Flawas,Urban Pop Rap,0.79,Vocals
mira cloud,happy,drums,2000s,The Cardigans,Alternative Pop,0.65,Vocals
aqua lume,happy,piano,futuristic,Polo & Pan,Electronic,0.62,Synth
nova tide,sad,violin,futuristic,Midnight Generation,Funk / Disco,0.81,Synth
nyx aura,chill,piano,70s,Ven'nus,Alternative Pop,0.66,Vocals
axel noir,chill,guitar,futuristic,Ultraligera,Indie Rock,0.68,Guitar
arlo kain,sad,guitar,2000s,David Byrne,Art Rock,0.65,Vocals / Guitar
rex volta,sad,guitar,classical,Meute,Techno Brass,0.86,Brass
sora lyne,happy,guitar,medieval,Sigrid,Pop,0.72,Vocals
pyro kine,chill,drums,medieval,Son Rompe Pera,Marimba Punk,0.83,Marimba
dax nova,happy,bass,2000s,Doctor Prats,Pop Reggae Fusion,0.77,Guitar
dante cross,happy,bass,2000s,Mishima,Indie Rock,0.63,Vocals
rex volta,happy,trumpet,2010s,Meute,Techno Brass,0.86,Brass
pyro kine,angry,violin,futuristic,Son Rompe Pera,Marimba Punk,0.83,Marimba
juno vex,happy,drums,2000s,Alizzz,Electronic Pop,0.71,Synth
vex orion,sad,violin,2000s,Chico Blanco,Electronic,0.79,DJ
juno vex,chill,guitar,classical,Alizzz,Electronic Pop,0.71,Synth
aqua lume,sad,dj,futuristic,Polo & Pan,Electronic,0.62,Synth
lumen riot,sad,piano,90s,Pixies,Alternative Rock,0.82,Guitar
vex orion,chill,violin,futuristic,Chico Blanco,Electronic,0.79,DJ
zelka tano,angry,synth,medieval,Bomba Estéreo,Electro Cumbia,0.85,Vocals
nyx aura,sad,violin,futuristic,Ven'nus,Alternative Pop,0.66,Vocals
pyro kine,chill,piano,80s,Son Rompe Pera,Marimba Punk,0.83,Marimba
nova tide,happy,piano,medieval,Midnight Generation,Funk / Disco,0.81,Synth
vex orion,angry,violin,2010s,Chico Blanco,Electronic,0.79,DJ
orin flux,happy,trumpet,2010s,Dorian,Indie Electronic,0.73,Synth
elias storm,happy,piano,70s,Suede,Britpop,0.72,Vocals / Guitar
lumen riot,sad,trumpet,70s,Pixies,Alternative Rock,0.82,Guitar
stone vale,angry,piano,70s,Els Pets,Rock,0.69,Guitar
nyx aura,happy,violin,2000s,Ven'nus,Alternative Pop,0.66,Vocals
nova tide,angry,bass,2000s,Midnight Generation,Funk / Disco,0.81,Synth
nox arden,chill,trumpet,70s,Sen Senra,Indie Pop,0.64,Vocals
pyro kine,angry,bass,futuristic,Son Rompe Pera,Marimba Punk,0.83,Marimba
vex orion,sad,dj,90s,Chico Blanco,Electronic,0.79,DJ
cale rowan,angry,trumpet,90s,La Ludwig Band,Folk Rock,0.67,Guitar
nox arden,happy,piano,90s,Sen Senra,Indie Pop,0.64,Vocals
crimson echo,happy,guitar,2000s,Garbage,Alternative Rock,0.75,Vocals
nox arden,angry,piano,classical,Sen Senra,Indie Pop,0.64,Vocals
kai rio,happy,dj,90s,The Tyets,Urban Pop Reggaeton,0.81,Vocals
lily drift,chill,trumpet,80s,Chiquita Movida,Indie Pop,0.6,Vocals
ryo kaze,chill,trumpet,80s,Figa Flawas,Urban Pop Rap,0.79,Vocals
suri lane,sad,bass,futuristic,Stay Homas,Indie Pop,0.62,Guitar / Vocals
